iteration,mode_type,zone_id,node_id,d_zone_id,connected_flag,pred,label_cost,pred_link_cost,x_coord,y_coord,geometry
0,bike,1,-10,10,1,10,0.082158,-0.143012,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
0,walk,1,-10,10,1,10,0.225339,0.000170,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
1,auto,1,-10,10,1,10,0.018339,-0.206830,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
1,bike,1,-10,10,1,10,0.082158,-0.143012,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
1,walk,1,-10,10,1,10,0.225339,0.000170,-96.731438,43.545271,"LINESTRING (-96.731438 43.545271,-96.731438 43.545271)"
0,auto,1,-11,11,1,11,0.014339,-0.160830,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
0,bike,1,-11,11,1,11,0.063976,-0.111194,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
0,walk,1,-11,11,1,11,0.175339,0.000170,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
1,auto,1,-11,11,1,11,0.014339,-0.160830,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
1,bike,1,-11,11,1,11,0.063976,-0.111194,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
1,walk,1,-11,11,1,11,0.175339,0.000170,-96.746841,43.544131,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
0,auto,1,-12,12,1,12,0.008339,-0.091830,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
0,bike,1,-12,12,1,12,0.036703,-0.063467,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
0,walk,1,-12,12,1,12,0.100339,0.000170,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
1,auto,1,-12,12,1,12,0.008339,-0.091830,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
1,bike,1,-12,12,1,12,0.036703,-0.063467,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
1,walk,1,-12,12,1,12,0.100339,0.000170,-96.780137,43.543941,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
0,auto,1,-13,13,1,13,0.011339,-0.126330,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
0,bike,1,-13,13,1,13,0.050339,-0.087330,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
0,walk,1,-13,13,1,13,0.137839,0.000170,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
1,auto,1,-13,13,1,13,0.011339,-0.126330,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
1,bike,1,-13,13,1,13,0.050339,-0.087330,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
1,walk,1,-13,13,1,13,0.137839,0.000170,-96.793377,43.490707,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
0,auto,1,-14,14,1,14,0.018339,-0.206830,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
0,bike,1,-14,14,1,14,0.082158,-0.143012,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
0,walk,1,-14,14,1,14,0.225339,0.000170,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
1,auto,1,-14,14,1,14,0.018339,-0.206830,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
1,bike,1,-14,14,1,14,0.082158,-0.143012,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
1,walk,1,-14,14,1,14,0.225339,0.000170,-96.751035,43.529306,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
0,auto,1,-15,15,1,15,0.023339,-0.264330,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
0,bike,1,-15,15,1,15,0.104885,-0.182785,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
0,walk,1,-15,15,1,15,0.287839,0.000170,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
1,auto,1,-15,15,1,15,0.023339,-0.264330,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
1,bike,1,-15,15,1,15,0.104885,-0.182785,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
1,walk,1,-15,15,1,15,0.287839,0.000170,-96.731504,43.529401,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
0,auto,1,-16,16,1,16,0.018339,-0.206830,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
0,bike,1,-16,16,1,16,0.082158,-0.143012,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
0,walk,1,-16,16,1,16,0.225339,0.000170,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
1,auto,1,-16,16,1,16,0.018339,-0.206830,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
1,bike,1,-16,16,1,16,0.082158,-0.143012,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
1,walk,1,-16,16,1,16,0.225339,0.000170,-96.711382,43.546744,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
0,auto,1,-17,17,1,17,0.020339,-0.229830,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
0,bike,1,-17,17,1,17,0.091249,-0.158921,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
0,walk,1,-17,17,1,17,0.250339,0.000170,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
1,auto,1,-17,17,1,17,0.020339,-0.229830,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
1,bike,1,-17,17,1,17,0.091249,-0.158921,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
1,walk,1,-17,17,1,17,0.250339,0.000170,-96.711382,43.541280,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
0,auto,1,-18,18,1,18,0.018339,-0.206830,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
0,bike,1,-18,18,1,18,0.082158,-0.143012,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
0,walk,1,-18,18,1,18,0.225339,0.000170,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
1,auto,1,-18,18,1,18,0.018339,-0.206830,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
1,bike,1,-18,18,1,18,0.082158,-0.143012,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
1,walk,1,-18,18,1,18,0.225339,0.000170,-96.694078,43.546744,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
0,auto,1,-19,19,1,19,0.022339,-0.252830,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
0,bike,1,-19,19,1,19,0.100339,-0.174830,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
0,walk,1,-19,19,1,19,0.275339,0.000170,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
1,auto,1,-19,19,1,19,0.022339,-0.252830,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
1,bike,1,-19,19,1,19,0.100339,-0.174830,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
1,walk,1,-19,19,1,19,0.275339,0.000170,-96.711316,43.529591,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
0,auto,1,-20,20,1,20,0.022339,-0.252830,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
0,bike,1,-20,20,1,20,0.100339,-0.174830,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
0,walk,1,-20,20,1,20,0.275339,0.000170,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
1,auto,1,-20,20,1,20,0.022339,-0.252830,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
1,bike,1,-20,20,1,20,0.100339,-0.174830,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
1,walk,1,-20,20,1,20,0.275339,0.000170,-96.711185,43.515333,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
0,auto,1,-21,21,1,21,0.018339,-0.206830,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
0,bike,1,-21,21,1,21,0.082158,-0.143012,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
0,walk,1,-21,21,1,21,0.225339,0.000170,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
1,auto,1,-21,21,1,21,0.018339,-0.206830,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
1,bike,1,-21,21,1,21,0.082158,-0.143012,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
1,walk,1,-21,21,1,21,0.225339,0.000170,-96.730979,43.510485,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
0,auto,1,-22,22,1,22,0.020339,-0.229830,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
0,bike,1,-22,22,1,22,0.091249,-0.158921,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
0,walk,1,-22,22,1,22,0.250339,0.000170,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
1,auto,1,-22,22,1,22,0.020339,-0.229830,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
1,bike,1,-22,22,1,22,0.091249,-0.158921,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
1,walk,1,-22,22,1,22,0.250339,0.000170,-96.731241,43.514858,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
0,auto,1,-23,23,1,23,0.017339,-0.195330,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
0,bike,1,-23,23,1,23,0.077612,-0.135058,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
0,walk,1,-23,23,1,23,0.212839,0.000170,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
1,auto,1,-23,23,1,23,0.017339,-0.195330,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
1,bike,1,-23,23,1,23,0.077612,-0.135058,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
1,walk,1,-23,23,1,23,0.212839,0.000170,-96.750904,43.514858,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
0,auto,1,-24,24,1,24,0.015339,-0.172330,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
0,bike,1,-24,24,1,24,0.068521,-0.119148,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
0,walk,1,-24,24,1,24,0.187839,0.000170,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
1,auto,1,-24,24,1,24,0.015339,-0.172330,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
1,bike,1,-24,24,1,24,0.068521,-0.119148,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
1,walk,1,-24,24,1,24,0.187839,0.000170,-96.749200,43.503164,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
