link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,free_speed_s0,capacity_s0,lanes_p1_s0_auto,lanes_p1_s0_walk,lanes_p1_s0_bike,lanes_p1_s0_bus,lanes_p1_s0_truck,lanes_p1_s0_cav,lanes_p1_s0_ev,lanes_p1_s0_hov,VOL_p1_s0_auto,VOL_p1_s0_walk,VOL_p1_s0_bike,VOL_p1_s0_bus,VOL_p1_s0_truck,VOL_p1_s0_cav,VOL_p1_s0_ev,VOL_p1_s0_hov,MEU_p1_s0_auto,MEU_p1_s0_walk,MEU_p1_s0_bike,MEU_p1_s0_bus,MEU_p1_s0_truck,MEU_p1_s0_cav,MEU_p1_s0_ev,MEU_p1_s0_hov,CAP_p1_s0_auto,CAP_p1_s0_walk,CAP_p1_s0_bike,CAP_p1_s0_bus,CAP_p1_s0_truck,CAP_p1_s0_cav,CAP_p1_s0_ev,CAP_p1_s0_hov,PEN_p1_s0_auto,PEN_p1_s0_walk,PEN_p1_s0_bike,PEN_p1_s0_bus,PEN_p1_s0_truck,PEN_p1_s0_cav,PEN_p1_s0_ev,PEN_p1_s0_hov,DOC_p1_s0_auto,DOC_p1_s0_walk,DOC_p1_s0_bike,DOC_p1_s0_bus,DOC_p1_s0_truck,DOC_p1_s0_cav,DOC_p1_s0_ev,DOC_p1_s0_hov,TT_p1_s0_auto,TT_p1_s0_walk,TT_p1_s0_bike,TT_p1_s0_bus,TT_p1_s0_truck,TT_p1_s0_cav,TT_p1_s0_ev,TT_p1_s0_hov,CO2_p1_s0_auto,CO2_p1_s0_walk,CO2_p1_s0_bike,CO2_p1_s0_bus,CO2_p1_s0_truck,CO2_p1_s0_cav,CO2_p1_s0_ev,CO2_p1_s0_hov,NOX_p1_s0_auto,NOX_p1_s0_walk,NOX_p1_s0_bike,NOX_p1_s0_bus,NOX_p1_s0_truck,NOX_p1_s0_cav,NOX_p1_s0_ev,NOX_p1_s0_hov,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_25nb_walk,MEU_am_25nb_walk,CAP_am_25nb_walk,PEN_am_25nb_walk,DOC_am_25nb_walk,TT_am_25nb_walk,CO2_am_25nb_walk,NOX_am_25nb_walk,VOL_am_25nb_bike,MEU_am_25nb_bike,CAP_am_25nb_bike,PEN_am_25nb_bike,DOC_am_25nb_bike,TT_am_25nb_bike,CO2_am_25nb_bike,NOX_am_25nb_bike,VOL_am_25nb_bus,MEU_am_25nb_bus,CAP_am_25nb_bus,PEN_am_25nb_bus,DOC_am_25nb_bus,TT_am_25nb_bus,CO2_am_25nb_bus,NOX_am_25nb_bus,VOL_am_25nb_truck,MEU_am_25nb_truck,CAP_am_25nb_truck,PEN_am_25nb_truck,DOC_am_25nb_truck,TT_am_25nb_truck,CO2_am_25nb_truck,NOX_am_25nb_truck,VOL_am_25nb_cav,MEU_am_25nb_cav,CAP_am_25nb_cav,PEN_am_25nb_cav,DOC_am_25nb_cav,TT_am_25nb_cav,CO2_am_25nb_cav,NOX_am_25nb_cav,VOL_am_25nb_ev,MEU_am_25nb_ev,CAP_am_25nb_ev,PEN_am_25nb_ev,DOC_am_25nb_ev,TT_am_25nb_ev,CO2_am_25nb_ev,NOX_am_25nb_ev,VOL_am_25nb_hov,MEU_am_25nb_hov,CAP_am_25nb_hov,PEN_am_25nb_hov,DOC_am_25nb_hov,TT_am_25nb_hov,CO2_am_25nb_hov,NOX_am_25nb_hov,
28,28,motorway,10,15,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",6.000000,3.729024,6.000000,60.000000,0.000000,13512.001550,11513.001550,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,13512.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,30305.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30305.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13512.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,81696.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30305.9,30305.9,13512.002,0.000,9.9900,15.000,81696.070,13.860,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
29,29,motorway,10,16,"LINESTRING (-96.731419 43.545007, -96.711362 43.546480)",4.000000,2.486016,4.000000,60.000000,0.000000,4854.917717,2855.917717,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4854.9,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4854.9,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,31938.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13645.0,13645.0,4854.918,0.000,9.9900,15.000,31938.686,4.507,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
30,30,motorway,10,17,"LINESTRING (-96.731490 43.545011, -96.711433 43.541020)",8.000000,4.972032,8.000000,60.000000,0.000000,4993.510694,2994.510694,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4993.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4993.5,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,38656.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12446.0,12446.0,4993.511,0.000,9.9900,15.000,38656.138,7.543,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
31,31,motorway,11,4,"LINESTRING (-96.746576 43.544135, -96.746904 43.563658)",6.000000,3.729024,6.000000,60.000000,0.000000,4908.826730,2909.826730,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4908.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4908.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,33979.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12605.0,12605.0,4908.827,0.000,9.9900,15.000,33979.511,5.765,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
32,32,motorway,11,10,"LINESTRING (-96.746821 43.543867, -96.731418 43.545007)",5.000000,3.107520,5.000000,60.000000,0.000000,10000.000000,8001.000000,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,10000.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,41061.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41061.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,103137.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41061.8,41061.8,10000.000,0.000,9.9900,15.000,103137.508,16.067,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
33,33,motorway,11,12,"LINESTRING (-96.746842 43.544395, -96.780138 43.544205)",6.000000,3.729024,6.000000,60.000000,0.000000,4908.826730,2909.826730,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4908.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4908.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,50207.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18625.0,18625.0,4908.827,0.000,9.9900,15.000,50207.727,8.518,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
34,34,motorway,11,14,"LINESTRING (-96.747096 43.544203, -96.751290 43.529378)",4.000000,2.486016,4.000000,60.000000,0.000000,4876.508287,2877.508287,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4876.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,15599.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15599.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4876.5,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,36512.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15599.1,15599.1,4876.508,0.000,9.9900,15.000,36512.674,5.153,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
35,35,motorway,12,3,"LINESTRING (-96.779877 43.543888, -96.774044 43.572909)",4.000000,2.486016,4.000000,60.000000,0.000000,23403.473190,21404.473190,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,23403.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23403.5,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0788,0.0000,0.0000,0.0000,2.0788,2.0788,2.0788,2.0788,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,11387.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4865.0,4865.0,23403.473,0.000,2.0788,15.000,11387.447,1.607,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.0788,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.0788,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.0788,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,2.0788,15.000,0.000,0.000,
36,36,motorway,12,11,"LINESTRING (-96.780135 43.543676, -96.746839 43.543866)",6.000000,3.729024,6.000000,60.000000,0.000000,4908.826730,2909.826730,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4908.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18450.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18450.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4908.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,49736.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18450.3,18450.3,4908.827,0.000,9.9900,15.000,49736.803,8.438,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
37,37,motorway,12,13,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",3.000000,1.864512,3.000000,60.000000,0.000000,25900.200640,23901.200640,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,25900.2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13195.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13195.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25900.2,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0947,0.0000,0.0000,0.0000,5.0947,5.0947,5.0947,5.0947,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,28789.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13195.5,13195.5,25900.201,0.000,5.0947,15.000,28789.947,3.618,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,5.0947,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,5.0947,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,5.0947,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,5.0947,15.000,0.000,0.000,
38,38,motorway,13,12,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",3.000000,1.864512,3.000000,60.000000,0.000000,25900.200640,23901.200640,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,25900.2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25900.2,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0772,0.0000,0.0000,0.0000,5.0772,5.0772,5.0772,5.0772,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,28690.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13150.0,13150.0,25900.201,0.000,5.0772,15.000,28690.700,3.606,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,5.0772,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,5.0772,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,5.0772,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,5.0772,15.000,0.000,0.000,
39,39,motorway,13,24,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",4.000000,2.486016,4.000000,60.000000,0.000000,5091.256152,3092.256152,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5091.3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8525.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8525.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5091.3,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,19955.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8525.5,8525.5,5091.256,0.000,9.9900,15.000,19955.507,2.816,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
40,40,motorway,14,11,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",4.000000,2.486016,4.000000,60.000000,0.000000,4876.508287,2877.508287,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4876.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,15855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4876.5,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,37111.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15855.0,15855.0,4876.508,0.000,9.9900,15.000,37111.607,5.237,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
41,41,motorway,14,15,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",5.000000,3.107520,5.000000,60.000000,0.000000,5127.526119,3128.526119,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5127.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5249.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5249.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5127.5,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,13184.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5249.1,5249.1,5127.526,0.000,9.9900,15.000,13184.536,2.054,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
42,42,motorway,14,23,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",4.000000,2.486016,4.000000,60.000000,0.000000,4924.790605,2925.790605,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,4924.8,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4924.8,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,22540.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9630.0,9630.0,4924.791,0.000,9.9900,15.000,22540.825,3.181,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
43,43,motorway,15,10,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",6.000000,3.729024,6.000000,60.000000,0.000000,13512.001550,11513.001550,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,13512.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13512.0,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,76073.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28220.0,28220.0,13512.002,0.000,9.9900,15.000,76073.131,12.906,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
44,44,motorway,15,14,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",5.000000,3.107520,5.000000,60.000000,0.000000,5127.526119,3128.526119,-1,,network_wide,-1,0,-1,-1,1.0,motorway,60.0,5127.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5127.5,1999.0,1999.0,1999.0,2000.0,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9900,0.0000,0.0000,0.0000,9.9900,9.9900,9.9900,9.9900,15.0,999900.0,999900.0,999900.0,15.0,15.0,15.0,15.0,14065.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5600.0,5600.0,5127.526,0.000,9.9900,15.000,14065.861,2.191,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,1999.000,0.000,0.0000,999900.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,0.0,0.0,2000.000,0.000,9.9900,15.000,0.000,0.000,
